ID_Job_Ref;ID_Job_Title;salary_usd;ID_salary_currency;ID_experience_level;ID_employment_type;company_location;ID_company_size;employee_residence;miran;required_skills;ID_education_required;years_experience;ID_industry;posting_date;application_deadline;job_description_length;benefits_score;ID_company_name
AI10981;6;114519;3;4;2;Australia;1;Australia;3;Kubernetes, Linux, Python, Git, Azure;3;3;2;14/10/2024;15/12/2024;2075;8.9;15
AI10982;11;296132;3;3;2;Norway;2;Norway;1;Scala, NLP, Statistics;4;13;11;4/9/2024;28/10/2024;1573;8;10
AI10983;1;168207;3;1;2;Denmark;3;Denmark;1;Azure, GCP, MLOps, Hadoop;4;8;7;11/4/2024;28/4/2024;2408;6.4;1
AI10984;4;34721;1;3;1;Ireland;3;Ireland;1;NLP, GCP, Hadoop, Kubernetes, Mathematics;3;0;8;25/11/2024;26/1/2025;1147;5.5;14
AI10985;6;92027;3;2;3;France;3;France;2;Hadoop, Python, Mathematics;4;8;10;13/1/2025;7/3/2025;2226;5.4;14
AI10986;7;110385;3;4;3;Norway;2;Ireland;2;Python, Hadoop, GCP;2;3;14;9/11/2024;21/12/2024;2338;5.1;6
AI10987;16;171011;3;4;4;Finland;1;Netherlands;3;Spark, Scala, SQL;3;13;8;18/9/2024;13/11/2024;2350;6.1;9
AI10988;16;209397;3;2;2;Denmark;2;Denmark;1;R, Python, Java, Scala, Data Visualization;3;10;12;17/5/2024;4/6/2024;969;6.4;11
AI10989;15;94981;3;4;2;United States;3;United States;2;Tableau, Statistics, Python;1;4;8;14/3/2024;18/4/2024;1713;9;8
AI10990;7;336333;3;2;3;Denmark;1;Ireland;1;Python, R, MLOps;3;14;3;18/12/2024;18/1/2025;2129;6.2;9
AI10991;1;58183;3;1;3;Ireland;2;Ireland;3;Data Visualization, NLP, Azure, Python;4;4;10;25/12/2024;29/1/2025;1143;8.8;15
AI10992;13;76950;3;2;3;Singapore;3;Singapore;3;Python, SQL, TensorFlow;3;1;6;14/2/2024;7/3/2024;925;9;13
AI10993;19;132079;3;2;2;Norway;1;Norway;1;Azure, Spark, NLP, Data Visualization;1;3;8;9/2/2024;20/4/2024;2138;5.8;5
AI10994;3;53336;3;4;1;South Korea;2;South Korea;2;Python, Scala, Mathematics;4;2;4;17/1/2024;29/2/2024;1007;6.2;13
AI10995;2;199482;3;4;1;China;1;China;3;R, Deep Learning, Hadoop;3;13;11;10/5/2024;9/7/2024;2447;8.8;4
AI10996;11;102968;1;4;1;India;3;India;1;Scala, Deep Learning, Computer Vision, Python;3;10;9;24/4/2025;17/6/2025;2304;5.5;8
AI10997;16;196867;3;3;3;France;3;France;1;R, Hadoop, PyTorch, TensorFlow, Python;2;12;9;30/9/2024;9/12/2024;1799;5.3;15
AI10998;19;89652;2;3;3;China;3;France;3;Azure, TensorFlow, Linux, PyTorch;1;6;7;23/10/2024;21/11/2024;2410;8.8;9
AI10999;20;117724;3;2;4;United Kingdom;3;Japan;1;AWS, Linux, SQL, Scala;1;5;5;14/11/2024;5/1/2025;2190;6.7;8
AI11000;15;64509;1;3;3;Ireland;1;Ireland;2;TensorFlow, Kubernetes, MLOps;3;3;14;28/10/2024;9/12/2024;2086;6.3;16
AI11001;12;150346;3;2;4;Germany;1;Germany;3;PyTorch, SQL, MLOps, Azure, Docker;2;5;4;27/5/2024;14/6/2024;502;8;2
AI11002;12;128302;2;3;2;Norway;1;Finland;1;R, MLOps, Azure, SQL, AWS;2;3;12;2/7/2024;22/8/2024;2092;5.4;16
AI11003;18;126634;3;2;3;United Kingdom;2;Austria;2;R, Kubernetes, Tableau, Java;1;8;1;19/10/2024;28/12/2024;1904;5.4;1
AI11004;1;73701;3;2;1;Ireland;1;Ireland;2;Linux, Kubernetes, Java;1;2;12;19/8/2024;22/9/2024;1066;7.4;4
AI11005;13;76598;1;1;4;India;2;India;2;Scala, Python, NLP, Computer Vision;1;2;6;28/12/2024;11/1/2025;2370;6.7;10
AI11006;10;95671;3;3;3;Netherlands;1;Germany;3;Scala, Data Visualization, GCP, Deep Learning;4;0;9;27/6/2024;9/8/2024;2390;8.4;6
AI11007;15;111903;3;2;1;China;1;Denmark;2;Linux, Kubernetes, MLOps, Deep Learning;4;5;7;25/9/2024;6/11/2024;2093;9;7
AI11008;20;113979;3;1;2;Singapore;1;Singapore;3;MLOps, Git, R, Computer Vision, Linux;4;4;12;3/7/2024;18/8/2024;545;9.5;16
AI11009;9;64531;3;3;3;South Korea;1;South Korea;2;GCP, R, Statistics, Deep Learning, Azure;4;1;1;2/7/2024;12/9/2024;1400;7.2;8
AI11010;10;179159;3;4;4;Singapore;1;Ireland;3;Git, AWS, SQL, PyTorch;2;6;15;15/3/2025;22/4/2025;2232;8.4;7
AI11011;11;154872;3;2;3;India;3;United States;3;Python, Spark, TensorFlow, Hadoop, NLP;2;15;7;31/1/2025;1/3/2025;1890;9.4;11
AI11012;16;146434;3;3;2;Switzerland;1;Japan;1;Linux, MLOps, Hadoop, SQL;1;2;2;9/2/2025;29/3/2025;1240;9.3;10
AI11013;16;175580;3;3;1;Switzerland;2;South Korea;3;Azure, SQL, Git, GCP, PyTorch;4;5;3;9/12/2024;15/2/2025;2296;5.1;7
AI11014;4;69277;1;3;3;Japan;3;Japan;3;R, AWS, SQL, Docker;3;7;5;12/5/2024;6/6/2024;1280;5.3;15
AI11015;15;149943;3;1;1;Germany;1;Finland;2;PyTorch, TensorFlow, NLP, GCP;1;8;2;10/9/2024;4/11/2024;1060;6.6;4
AI11016;20;53174;3;1;3;Israel;1;Israel;2;Deep Learning, Hadoop, R, Mathematics;4;1;3;5/12/2024;16/1/2025;1203;7.1;10
AI11017;18;41013;3;2;1;China;3;China;3;Computer Vision, SQL, Python;4;1;15;10/4/2024;22/6/2024;1412;8;1
AI11018;13;140352;3;2;4;Norway;1;Norway;3;NLP, PyTorch, MLOps;3;3;10;30/3/2024;29/4/2024;1448;6.8;14
AI11019;12;53375;3;3;4;Austria;3;Austria;2;PyTorch, Python, Deep Learning, Data Visualization, GCP;3;3;13;2/3/2025;17/4/2025;1338;5.5;15
AI11020;11;124514;3;1;1;Canada;3;Canada;3;Git, PyTorch, Deep Learning;4;9;9;17/12/2024;3/1/2025;957;9.8;14
AI11021;3;60315;3;2;1;India;1;India;2;PyTorch, NLP, SQL, Java, GCP;1;1;5;19/10/2024;3/11/2024;722;7.1;5
AI11022;12;70167;3;1;1;Ireland;1;Ireland;1;GCP, Kubernetes, Java, TensorFlow;3;3;11;20/8/2024;29/10/2024;1907;9.7;1
AI11023;18;44783;3;1;1;Finland;1;Denmark;1;GCP, Python, Tableau;4;1;8;26/1/2025;3/4/2025;834;8.8;13
AI11024;19;60707;1;4;1;Israel;1;Israel;1;GCP, PyTorch, Deep Learning;2;1;7;31/5/2024;27/7/2024;843;8.4;12
AI11025;19;155654;3;2;2;Netherlands;3;Netherlands;1;Spark, NLP, AWS, TensorFlow;4;11;3;6/12/2024;17/2/2025;504;7.8;14
AI11026;16;83476;3;2;2;Canada;1;Sweden;1;Deep Learning, PyTorch, TensorFlow, Spark, GCP;2;2;14;29/12/2024;23/1/2025;1148;7;10
AI11027;6;66919;3;4;4;South Korea;3;South Korea;2;Python, Computer Vision, NLP;4;2;15;1/3/2025;19/4/2025;873;7.7;4
AI11028;11;180151;3;1;4;Sweden;3;South Korea;2;Scala, Java, Docker, Computer Vision, Linux;4;19;15;21/9/2024;17/11/2024;2232;7.3;1
AI11029;9;91981;3;4;2;Norway;3;Norway;1;Python, Statistics, R, MLOps, Scala;4;1;1;12/2/2025;17/4/2025;1825;8.3;5
AI11030;5;165771;1;3;1;Australia;1;Austria;1;Hadoop, Statistics, Data Visualization;3;19;4;20/1/2025;17/3/2025;1183;9.8;8
AI11031;19;104584;3;1;4;Germany;3;Germany;1;Linux, SQL, Statistics, PyTorch, Mathematics;4;8;15;16/5/2024;27/7/2024;1069;9.8;6
AI11032;15;68772;3;1;3;Singapore;3;France;2;Python, Docker, SQL, Linux, Statistics;3;1;13;2/4/2025;26/4/2025;1924;7.7;1
AI11033;2;45877;3;3;2;Ireland;1;Ireland;3;Deep Learning, TensorFlow, Kubernetes;3;0;10;4/3/2024;31/3/2024;1179;5.9;9
AI11034;5;90371;3;4;1;Finland;3;Finland;1;Scala, SQL, GCP, AWS, Azure;1;7;12;19/11/2024;7/1/2025;1575;5.1;4
AI11035;6;144372;3;2;3;India;3;India;1;R, Mathematics, NLP, GCP, PyTorch;2;17;7;7/10/2024;1/11/2024;1950;8.6;1
AI11036;17;81787;1;3;3;Finland;1;Finland;1;PyTorch, AWS, NLP;2;2;3;10/8/2024;19/10/2024;1928;7.6;16
AI11037;19;152676;3;4;1;France;1;France;2;NLP, MLOps, Java;2;9;6;26/1/2024;8/4/2024;1306;8.3;2
AI11038;19;299781;3;3;2;Norway;1;Australia;2;SQL, Java, GCP, Mathematics, Linux;2;16;8;5/1/2025;22/1/2025;1204;7.2;10
AI11039;16;84253;3;3;4;India;1;India;2;Python, Deep Learning, NLP;4;9;12;29/1/2025;19/3/2025;888;5.6;2
AI11040;17;141763;3;2;4;Singapore;2;Singapore;3;SQL, Git, Mathematics, Python;3;8;3;4/6/2024;16/8/2024;1921;7.4;6
AI11041;17;67746;1;3;2;China;3;China;3;AWS, Spark, Deep Learning, Kubernetes, Python;3;4;2;10/6/2024;11/7/2024;1656;8.7;14
AI11042;12;105845;3;4;2;France;2;France;1;Java, R, Linux, Spark;3;5;12;18/12/2024;2/1/2025;1796;8.6;1
AI11043;15;160127;3;4;2;United States;2;United States;2;Linux, Python, MLOps, AWS, Azure;3;10;10;6/4/2025;15/5/2025;2477;6.4;8
AI11044;12;123429;3;4;1;China;3;China;3;Scala, Hadoop, TensorFlow, R, AWS;4;12;8;1/4/2025;21/4/2025;1842;7.3;15
AI11045;13;245667;1;3;1;United States;1;United States;3;Deep Learning, Data Visualization, Scala, Linux;3;10;2;26/8/2024;2/11/2024;985;5.4;12
AI11046;4;115142;1;1;2;Germany;2;South Korea;1;Java, SQL, Scala;2;8;15;8/8/2024;27/9/2024;1163;9.1;6
AI11047;10;64007;3;2;4;France;3;Switzerland;1;Tableau, Kubernetes, PyTorch;3;1;7;24/11/2024;21/1/2025;2455;6.2;16
AI11048;17;59806;3;2;2;Austria;1;Austria;2;Mathematics, Python, TensorFlow, Deep Learning, Java;1;4;15;8/6/2024;19/8/2024;925;9.7;13
AI11049;18;59506;3;4;4;Israel;3;Israel;3;Data Visualization, Python, AWS, NLP, Statistics;1;3;15;31/3/2025;22/5/2025;2186;5.1;11
AI11050;15;187771;1;4;2;India;1;United Kingdom;1;Kubernetes, Scala, Hadoop, TensorFlow, Docker;2;14;12;8/1/2024;5/2/2024;2227;7.8;3
AI11051;16;228723;3;3;3;Netherlands;1;Netherlands;3;Docker, Kubernetes, Tableau, Scala;4;13;7;1/1/2025;20/2/2025;2483;7.8;5
AI11052;5;86580;1;1;3;Israel;2;Israel;3;Kubernetes, SQL, NLP, Statistics;3;9;3;9/3/2024;21/5/2024;2412;8.8;9
AI11053;5;76547;3;2;1;Germany;1;Germany;2;Python, Computer Vision, Kubernetes;1;0;11;4/5/2024;14/6/2024;1946;5.7;5
AI11054;16;77559;3;3;1;China;2;China;3;Git, Docker, Python;4;4;2;28/2/2024;5/4/2024;1824;9.8;5
AI11055;19;66839;3;2;3;Japan;3;Japan;2;Kubernetes, Python, AWS, MLOps;2;9;6;12/2/2025;5/4/2025;588;6.1;1
AI11056;7;64005;3;2;4;Austria;3;Austria;3;Git, Tableau, R;4;3;9;20/6/2024;27/8/2024;1643;7.4;13
AI11057;8;133957;1;1;3;Denmark;1;Norway;3;TensorFlow, Python, NLP, GCP;1;2;10;18/10/2024;25/12/2024;1716;6;2
AI11058;18;68246;3;1;1;France;2;France;2;R, Tableau, TensorFlow, Mathematics, Git;2;1;9;2/4/2024;10/5/2024;911;9.1;3
AI11059;3;57306;1;1;2;Australia;3;Australia;1;R, Linux, Kubernetes;2;1;12;11/6/2024;16/7/2024;1147;9.8;12
AI11060;12;76154;3;1;2;Netherlands;2;Netherlands;1;Mathematics, Deep Learning, Docker, Statistics;4;1;11;5/2/2024;25/3/2024;1048;9;2
AI11061;11;77373;3;3;1;Singapore;2;Singapore;1;Git, Kubernetes, SQL, Docker;4;0;11;9/8/2024;20/10/2024;2380;6.1;12
AI11062;6;81094;2;1;2;Israel;2;Israel;3;Azure, SQL, NLP, Docker, AWS;1;7;15;26/2/2024;12/4/2024;2275;6.5;11
AI11063;6;83301;3;2;2;United Kingdom;1;United Kingdom;3;Statistics, R, SQL, Hadoop;1;1;12;24/3/2024;3/5/2024;1843;5.7;2
AI11064;16;121131;3;2;3;Singapore;1;Singapore;2;Git, Azure, Scala, Computer Vision;1;2;5;6/2/2025;14/4/2025;821;5.5;5
AI11065;11;69872;1;3;1;India;1;India;3;GCP, Hadoop, MLOps;4;3;10;13/3/2024;25/4/2024;1941;5.8;8
AI11066;14;111660;3;3;3;Netherlands;3;Netherlands;1;SQL, Hadoop, Azure, Git;4;5;3;3/3/2024;18/4/2024;1181;7.5;9
AI11067;1;123977;1;2;3;Japan;1;China;2;Docker, NLP, Python, Java, Linux;2;8;1;22/8/2024;16/9/2024;1461;7;14
AI11068;14;73282;1;1;1;Germany;3;Germany;2;TensorFlow, Git, Kubernetes, Statistics, Tableau;4;4;11;22/6/2024;3/8/2024;2176;7.3;9
AI11069;3;45764;3;4;2;France;3;France;2;Computer Vision, MLOps, Java;1;0;7;24/2/2024;5/4/2024;2393;8.9;8
AI11070;11;126354;3;3;1;Austria;2;Austria;3;Kubernetes, TensorFlow, NLP;4;18;1;28/3/2025;23/5/2025;2470;9.7;12
AI11071;2;162029;3;1;2;Denmark;2;Denmark;1;Git, Scala, SQL;3;6;3;14/5/2024;6/7/2024;1113;7;10
AI11072;2;45348;3;3;2;China;3;China;3;Hadoop, Linux, Docker, Spark;1;0;13;20/7/2024;21/8/2024;601;7.3;6
AI11073;16;85311;3;3;4;India;3;India;1;Python, PyTorch, R, Statistics;4;8;3;16/12/2024;8/2/2025;653;5.1;12
AI11074;19;221963;3;3;1;Denmark;1;Denmark;2;Data Visualization, Scala, PyTorch;2;9;14;27/1/2024;17/3/2024;721;7.7;8
AI11075;14;91947;3;3;4;Ireland;3;United Kingdom;1;SQL, Azure, Spark, GCP;1;7;8;17/10/2024;14/11/2024;2256;9.9;15
AI11076;19;89230;3;1;1;Israel;2;Israel;2;SQL, Data Visualization, Hadoop;1;7;11;10/12/2024;22/1/2025;1517;7.9;1
AI11077;4;59211;3;4;2;Australia;3;Australia;2;Kubernetes, NLP, Linux;2;1;1;7/3/2024;29/4/2024;1504;8.3;2
AI11078;12;260026;3;2;2;Norway;3;Netherlands;2;Hadoop, PyTorch, Spark;4;14;8;8/3/2024;5/5/2024;1101;6.8;14
AI11079;1;70526;3;1;2;Austria;1;Austria;3;R, SQL, MLOps;2;2;2;11/4/2025;10/5/2025;1657;7.1;6
AI11080;14;50395;3;2;2;Israel;3;Norway;2;Python, PyTorch, NLP;3;0;15;20/1/2025;14/3/2025;706;6.8;7
AI11081;15;49189;3;2;1;India;3;Netherlands;3;Data Visualization, Azure, Linux, SQL;4;2;3;21/10/2024;9/11/2024;1483;6.7;6
AI11082;10;62553;3;1;3;Finland;3;Finland;1;Tableau, AWS, PyTorch, MLOps;3;4;14;21/4/2025;4/6/2025;565;5.2;6
AI11083;9;36480;3;1;1;Israel;3;Israel;2;Docker, Tableau, PyTorch;1;1;6;16/3/2025;23/5/2025;2112;8.4;16
AI11084;9;60239;3;4;1;Israel;1;Israel;2;Python, Kubernetes, Tableau, SQL, Git;1;1;15;24/3/2024;12/5/2024;2305;10;16
AI11085;1;174916;1;1;4;Sweden;2;Switzerland;3;Deep Learning, Java, R, Git, Data Visualization;2;12;11;4/8/2024;2/9/2024;2285;8.5;7
AI11086;1;64208;3;2;2;Netherlands;2;Netherlands;3;Python, NLP, Hadoop, MLOps;4;0;3;7/1/2024;9/2/2024;2399;7.6;5
AI11087;10;135101;3;2;4;United States;1;United States;1;Linux, PyTorch, Tableau, NLP, Java;3;3;9;16/6/2024;19/7/2024;1690;5.3;11
AI11088;11;59512;3;3;2;Austria;2;Austria;1;Tableau, Deep Learning, SQL, Linux, PyTorch;2;3;4;20/2/2025;16/3/2025;763;7.4;15
AI11089;12;145208;3;3;1;United States;1;United States;3;SQL, Docker, PyTorch, MLOps;4;9;3;4/10/2024;13/11/2024;692;5.2;4
AI11090;7;87548;3;1;3;Ireland;1;Canada;3;Docker, TensorFlow, Python, Statistics;3;6;2;19/4/2024;25/6/2024;1716;6.8;11
AI11091;10;58763;3;4;3;Canada;3;Canada;2;MLOps, Python, Kubernetes, Statistics;1;0;2;28/2/2024;12/4/2024;1332;6.5;2
AI11092;15;116237;3;4;4;Israel;2;Israel;2;Statistics, NLP, Python;3;10;9;16/4/2025;17/6/2025;2489;7.5;2
AI11093;2;147973;1;1;4;Japan;3;Japan;1;Java, Hadoop, Tableau, Computer Vision, Deep Learning;1;14;3;10/12/2024;5/2/2025;822;7.7;11
AI11094;2;77735;2;3;1;Germany;2;Germany;2;Spark, TensorFlow, MLOps, Scala, Mathematics;3;1;11;3/8/2024;25/9/2024;1196;7.9;6
AI11095;5;158389;1;3;4;United Kingdom;1;United Kingdom;3;SQL, Azure, TensorFlow;1;7;1;28/8/2024;18/10/2024;1838;6;13
AI11096;2;122540;3;2;2;Germany;3;Japan;3;GCP, Hadoop, Kubernetes;3;7;15;17/3/2025;1/5/2025;849;6.5;15
AI11097;16;88443;3;1;2;United States;3;United States;3;MLOps, PyTorch, NLP, Kubernetes, Statistics;2;3;8;2/4/2024;8/5/2024;540;9.2;12
AI11098;20;87725;3;2;3;United States;1;United States;3;AWS, SQL, Kubernetes, PyTorch;2;0;3;31/5/2024;5/7/2024;960;9.5;16
AI11099;4;92545;3;4;4;Singapore;3;Singapore;2;Python, Kubernetes, GCP, AWS, Scala;3;2;3;26/9/2024;21/10/2024;798;6.9;15
AI11100;4;133892;3;3;1;India;3;India;2;TensorFlow, SQL, R;3;15;4;20/5/2024;1/7/2024;1323;9.8;9
AI11101;3;100445;3;1;1;India;1;India;2;GCP, Docker, Kubernetes, Scala;1;9;4;2/7/2024;10/8/2024;740;8.1;12
AI11102;7;44275;3;4;1;India;2;India;1;Hadoop, Python, Docker;4;0;3;3/2/2025;10/4/2025;2131;9.8;8
AI11103;4;175526;3;1;2;Austria;2;Austria;2;Kubernetes, Git, Linux, Computer Vision;3;17;6;31/3/2025;13/5/2025;922;10;16
AI11104;2;67784;3;1;4;Norway;2;Norway;3;R, SQL, Deep Learning;3;1;10;8/7/2024;20/8/2024;2135;6.9;16
AI11105;20;56659;3;4;1;China;1;China;1;R, Tableau, Deep Learning;4;0;7;26/1/2024;22/3/2024;1845;7.3;4
AI11106;20;252752;1;1;2;Norway;3;France;2;Deep Learning, Spark, Python, SQL, Kubernetes;4;18;14;4/7/2024;12/8/2024;789;6;5
AI11107;18;52762;3;2;1;France;2;South Korea;3;Linux, SQL, MLOps, PyTorch;2;1;4;21/3/2025;20/4/2025;562;9.1;7
AI11108;17;103919;3;1;1;Sweden;1;Sweden;1;GCP, Data Visualization, Tableau, Java, Mathematics;4;4;6;7/8/2024;6/10/2024;1121;9.3;10
AI11109;3;59529;3;2;4;South Korea;1;South Korea;1;Data Visualization, R, Kubernetes, SQL, Deep Learning;1;1;14;5/1/2025;14/3/2025;1474;6.5;8
AI11110;14;122842;1;4;2;Norway;1;Finland;2;Java, Scala, Git;2;4;15;28/5/2024;20/7/2024;987;8.5;14
AI11111;10;219960;3;1;4;Netherlands;1;Sweden;1;PyTorch, NLP, Hadoop;3;16;14;29/3/2025;30/4/2025;888;9.3;2
AI11112;8;50697;3;3;4;Japan;1;Japan;3;PyTorch, GCP, NLP;4;1;15;6/4/2024;17/6/2024;635;8.1;12
AI11113;12;67971;1;4;4;India;3;India;1;Java, Python, MLOps;4;9;6;9/4/2024;25/4/2024;1619;7.5;14
AI11114;17;230365;3;1;1;France;2;France;1;Scala, Docker, MLOps;3;10;2;22/10/2024;18/12/2024;576;8.8;9
AI11115;10;101337;3;2;3;Norway;2;Norway;1;Docker, Scala, Hadoop;4;0;15;7/9/2024;1/11/2024;1497;5;14
AI11116;14;57259;3;2;1;Japan;2;Japan;3;Hadoop, R, Scala, Java, SQL;1;4;15;22/8/2024;18/10/2024;608;9.7;8
AI11117;11;80608;3;3;2;Canada;2;Canada;1;PyTorch, Kubernetes, Azure, AWS, Computer Vision;4;3;4;1/2/2024;10/3/2024;1542;6.1;12
AI11118;19;118636;3;4;4;Canada;3;Canada;3;Azure, GCP, MLOps, Tableau;3;7;7;13/1/2024;1/2/2024;2421;5.6;5
AI11119;17;161412;3;2;1;Singapore;3;Singapore;2;AWS, Tableau, Linux, MLOps;3;12;8;24/12/2024;10/2/2025;1176;7.9;2
AI11120;5;133866;1;2;4;Norway;1;United Kingdom;1;SQL, Kubernetes, Spark;3;2;11;16/4/2024;13/5/2024;2427;6.1;9
AI11121;9;81765;3;3;3;Netherlands;2;Sweden;3;MLOps, Tableau, Linux, SQL;2;2;11;2/7/2024;26/7/2024;2175;9.3;6
AI11122;12;112760;3;3;4;Singapore;3;Singapore;3;Docker, R, NLP;3;7;5;5/2/2024;12/3/2024;2116;7.9;8
AI11123;16;184107;3;1;2;Norway;1;Norway;1;Spark, NLP, Kubernetes;2;9;2;1/1/2024;28/2/2024;2454;5.7;8
AI11124;12;48057;3;4;4;South Korea;2;South Korea;1;SQL, NLP, Linux, Hadoop;4;1;9;23/4/2024;20/5/2024;1438;8.1;16
AI11125;6;159710;3;2;1;Israel;3;Israel;2;Mathematics, Linux, AWS, GCP, Scala;2;12;14;26/9/2024;6/11/2024;2109;6.2;11
AI11126;19;88792;3;3;2;Australia;3;Netherlands;2;Kubernetes, Mathematics, Computer Vision, GCP, Linux;4;2;9;9/12/2024;23/1/2025;1474;8.7;11
AI11127;10;82885;1;1;4;India;2;United States;3;Data Visualization, MLOps, Python, TensorFlow;2;9;15;19/7/2024;9/9/2024;1554;8.1;10
AI11128;12;66243;3;1;2;France;3;France;1;NLP, Deep Learning, Data Visualization;2;0;3;25/6/2024;6/9/2024;641;9.1;2
AI11129;15;35576;1;4;3;Japan;3;Japan;1;Java, Computer Vision, NLP;2;0;10;4/2/2024;17/3/2024;848;8.7;6
AI11130;10;255585;3;4;1;Netherlands;2;Netherlands;3;Scala, Azure, MLOps, Statistics;3;19;8;26/4/2024;31/5/2024;2265;8.2;8
AI11131;14;148520;3;2;1;India;2;India;1;Azure, Tableau, GCP, MLOps, SQL;1;16;11;16/9/2024;27/11/2024;1979;8.5;4
AI11132;8;75399;1;2;2;Finland;2;Finland;3;Docker, R, Python, Azure;2;4;1;27/6/2024;23/8/2024;1963;7.4;14
AI11133;11;79095;3;4;3;Germany;2;Japan;3;Azure, PyTorch, Mathematics, Git, Linux;3;2;11;9/2/2025;1/3/2025;2071;7.8;1
AI11134;19;203027;1;1;1;Japan;1;Japan;3;Spark, Git, Python, AWS, TensorFlow;1;10;3;29/9/2024;20/10/2024;765;7.5;8
AI11135;14;57743;3;4;2;Netherlands;2;Netherlands;3;Tableau, GCP, AWS;2;0;4;24/9/2024;19/10/2024;1587;5.6;11
AI11136;19;200141;1;4;2;Switzerland;3;Switzerland;1;PyTorch, Git, Spark, Azure, Hadoop;1;13;14;21/2/2024;30/3/2024;1241;9.8;13
AI11137;18;158361;3;3;2;Germany;3;Germany;3;Scala, Tableau, NLP;4;12;4;9/10/2024;3/12/2024;1958;9.4;12
AI11138;20;79368;3;1;2;Israel;2;Switzerland;3;Data Visualization, Git, NLP;4;6;10;27/4/2024;30/6/2024;1986;7.1;6
AI11139;3;51164;3;1;1;Japan;3;Japan;2;Spark, Python, NLP, TensorFlow, Statistics;2;1;2;1/11/2024;1/1/2025;1220;6.3;16
AI11140;19;82850;3;3;2;Canada;1;Denmark;3;GCP, PyTorch, Hadoop, Data Visualization, Git;2;0;5;22/9/2024;29/10/2024;2414;8.3;14
AI11141;2;75532;3;1;2;China;2;China;1;Linux, Python, NLP;2;8;8;2/2/2024;3/3/2024;2309;6.5;13
AI11142;13;59715;3;3;2;Finland;1;Finland;3;GCP, TensorFlow, Python;4;1;12;8/4/2024;1/6/2024;1758;8.2;9
AI11143;4;106533;3;3;4;Finland;1;Finland;3;Kubernetes, TensorFlow, Hadoop, GCP;2;9;9;19/4/2024;1/7/2024;2297;8.1;7
AI11144;20;66556;3;1;2;China;3;China;2;Java, Computer Vision, NLP;2;7;2;21/7/2024;13/9/2024;2453;8.1;13
AI11145;16;60728;3;3;2;United States;2;United States;2;Tableau, Scala, Kubernetes;3;1;12;2/12/2024;25/12/2024;565;9.5;8
AI11146;18;134914;3;4;3;United States;3;United States;2;SQL, Data Visualization, Python;1;6;3;14/2/2024;9/3/2024;1531;9.2;5
AI11147;19;294586;3;1;1;Norway;2;Norway;1;Python, TensorFlow, NLP;3;14;5;20/11/2024;6/1/2025;1593;10;15
AI11148;11;43055;3;1;1;Austria;3;Austria;3;MLOps, Python, Deep Learning, TensorFlow, GCP;2;0;7;28/1/2025;21/3/2025;929;5.6;3
AI11149;12;73978;3;4;3;Canada;2;Canada;3;Linux, Spark, Computer Vision;3;0;10;21/12/2024;27/1/2025;865;5.4;2
AI11150;15;124249;3;4;2;Canada;3;Canada;1;Git, TensorFlow, Data Visualization;3;18;11;28/1/2024;11/2/2024;1580;8.8;10
AI11151;14;166335;1;4;2;India;2;Austria;2;Git, AWS, Linux, Tableau;4;19;15;26/12/2024;24/2/2025;992;5.5;14
AI11152;16;234622;3;4;1;Netherlands;3;Netherlands;1;Linux, Hadoop, Scala, Java, NLP;3;18;14;1/3/2025;21/4/2025;1164;8.9;4
AI11153;1;124402;3;1;4;Ireland;2;Switzerland;3;Java, Scala, Git, Hadoop;4;15;4;9/4/2024;9/6/2024;2408;5.5;6
AI11154;7;33172;3;2;1;South Korea;3;Switzerland;2;Docker, Mathematics, Kubernetes, Spark;2;0;13;13/8/2024;27/8/2024;1502;8.8;11
AI11155;18;59254;2;1;2;Finland;1;Finland;1;TensorFlow, Data Visualization, Spark, Deep Learning, NLP;3;3;7;26/2/2025;4/5/2025;2455;9.6;15
AI11156;1;64186;3;2;2;United Kingdom;1;United Kingdom;2;AWS, Python, Hadoop, Git;3;0;6;22/5/2024;12/6/2024;845;7.2;6
AI11157;9;79464;3;1;4;Ireland;1;Ireland;2;Java, Deep Learning, R, SQL;2;3;6;5/1/2025;4/3/2025;2141;9.9;16
AI11158;19;71192;3;2;3;Singapore;3;Finland;1;Python, Docker, Azure;2;0;14;9/5/2024;21/7/2024;710;9.7;4
AI11159;2;53518;3;1;2;India;3;India;1;SQL, Kubernetes, NLP, Python, Hadoop;4;3;1;20/8/2024;12/10/2024;2361;9.2;12
AI11160;3;91675;3;2;1;Singapore;1;Singapore;1;Data Visualization, SQL, Hadoop;4;0;14;23/1/2024;25/2/2024;2406;9.5;13
AI11161;4;66759;3;3;1;Japan;1;Japan;1;Java, Git, Python, PyTorch, R;4;4;3;9/12/2024;17/1/2025;2334;7.6;6
AI11162;6;191810;1;1;3;Norway;2;Austria;3;SQL, Spark, Computer Vision;1;8;6;28/11/2024;2/2/2025;1657;5.8;12
AI11163;3;71159;1;2;2;Netherlands;2;Netherlands;3;TensorFlow, Kubernetes, Tableau, Mathematics;4;1;6;18/10/2024;4/11/2024;2130;9.9;9
AI11164;13;95900;3;3;4;Germany;2;Finland;3;Hadoop, Azure, Deep Learning, Tableau;1;2;2;14/2/2025;6/4/2025;1805;6.1;12
